event_id,event_date,entity_id,source_system,event_type,severity,impacted_metric,records_impacted
EVT00675,2026-03-16,ENT003,user interviews,release_review,Low,collaboration_depth,35078
EVT00676,2026-03-17,ENT004,Jira,definition_change,Low,collaboration_depth,38702
EVT00677,2026-03-18,ENT005,launch tracker,definition_change,Critical,activation_rate,18989
EVT00678,2026-03-19,ENT006,customer success notes,qa_failure,Medium,feature_readiness,36612
EVT00679,2026-03-20,ENT007,product events,release_review,High,support_friction,36795
EVT00680,2026-03-21,ENT008,user interviews,manual_override,Medium,feature_readiness,15637
EVT00681,2026-03-22,ENT009,user interviews,experiment_readout,Low,feature_readiness,36730
EVT00682,2026-03-23,ENT010,launch tracker,qa_failure,High,support_friction,4421
EVT00683,2026-03-24,ENT011,user interviews,definition_change,Low,repeat_creation,6245
EVT00684,2026-03-25,ENT012,launch tracker,refresh_delay,Critical,collaboration_depth,63758
EVT00685,2026-03-26,ENT013,customer success notes,customer_request,High,collaboration_depth,52945
EVT00686,2026-03-27,ENT014,Jira,manual_override,High,activation_rate,9080
EVT00687,2026-03-28,ENT015,customer success notes,qa_failure,High,activation_rate,48959
EVT00688,2026-03-29,ENT016,product events,experiment_readout,High,support_friction,36408
EVT00689,2026-03-30,ENT017,launch tracker,manual_override,High,support_friction,42549
EVT00690,2026-03-31,ENT018,user interviews,manual_override,Low,activation_rate,62403
EVT00691,2026-04-01,ENT019,product events,release_review,Low,support_friction,43384
EVT00692,2026-04-02,ENT020,Jira,manual_override,Low,support_friction,24996
EVT00693,2026-04-03,ENT021,launch tracker,definition_change,Critical,repeat_creation,7243
EVT00694,2026-04-04,ENT022,Jira,definition_change,Low,support_friction,52841
EVT00695,2026-04-05,ENT023,user interviews,experiment_readout,Low,repeat_creation,56639
EVT00696,2026-04-06,ENT024,customer success notes,qa_failure,Medium,support_friction,15152
EVT00697,2026-04-07,ENT001,user interviews,definition_change,Medium,support_friction,38896
EVT00698,2026-04-08,ENT002,customer success notes,qa_failure,Critical,activation_rate,27308
EVT00699,2026-04-09,ENT003,Jira,manual_override,Critical,feature_readiness,52720
EVT00700,2026-04-10,ENT004,user interviews,definition_change,Critical,activation_rate,14780
EVT00701,2026-04-11,ENT005,Jira,definition_change,Low,feature_readiness,21052
EVT00702,2026-04-12,ENT006,customer success notes,definition_change,Critical,feature_readiness,21544
EVT00703,2026-04-13,ENT007,Jira,definition_change,Medium,feature_readiness,43409
EVT00704,2026-04-14,ENT008,user interviews,release_review,Low,repeat_creation,29631
EVT00705,2026-04-15,ENT009,Jira,manual_override,High,activation_rate,29490
EVT00706,2026-04-16,ENT010,Jira,qa_failure,Critical,repeat_creation,57301
EVT00707,2026-04-17,ENT011,product events,qa_failure,Critical,feature_readiness,29093
EVT00708,2026-04-18,ENT012,customer success notes,experiment_readout,Medium,feature_readiness,57978
EVT00709,2026-04-19,ENT013,Jira,release_review,Critical,collaboration_depth,39954
EVT00710,2026-04-20,ENT014,launch tracker,refresh_delay,Critical,activation_rate,31202
EVT00711,2026-04-21,ENT015,launch tracker,release_review,Critical,repeat_creation,2588
EVT00712,2026-04-22,ENT016,product events,definition_change,Low,repeat_creation,32309
EVT00713,2026-04-23,ENT017,user interviews,release_review,Medium,collaboration_depth,36452
EVT00714,2026-04-24,ENT018,product events,definition_change,Critical,support_friction,16118
EVT00715,2026-04-25,ENT019,product events,definition_change,Critical,support_friction,45422
EVT00716,2026-04-26,ENT020,product events,customer_request,Critical,feature_readiness,42044
EVT00717,2026-04-27,ENT021,user interviews,release_review,Low,repeat_creation,5409
EVT00718,2026-04-28,ENT022,customer success notes,definition_change,High,feature_readiness,17671
EVT00719,2026-04-29,ENT023,product events,qa_failure,Low,collaboration_depth,42441
EVT00720,2026-04-30,ENT024,Jira,customer_request,High,feature_readiness,17994
